"","VDMLR040","VDMWL101","IWRD578A","VDMLR25Q","VDMWL081","VDMWL111","WOE0002Q","VNW00071","VDMWL321","VRW00012","VNW00111","VRW00051","VRW00070","VNW00051","VNW00061","VDMLR071","VDMLR161","VDMWL121","VRW00021","VDMLR111","VRW00030","1GD0001M","1GD0002A","1GD0003B","VAL00251","VDM2W010","VDM2W020","VDM2W031","VDM2W040","VDM2W050","VDM2W071","VDM2W140","VDM2W170","VDM2W181","VDM2W210","VDM2W230","VDM2W240","VDM2W250","VDM2W260","VDM2W271","VDMG0011","VDMWL400","VDMWL442","VDMWL481","VDMWL491","VDMWL501","VDMWL52Q","VNW00011","VDML2QT1","VDMLRQT1","VDM2WQT1","ALB00031","ALB00041","ALB0005Q","VDM2W15Q","VDM2W16Q","VBA00011","VDMWL42Q","VDMWL451","IWRD532A","VDM2W33Q","VDMLR20Q","VEN_QT1","VNW00081","VNW00091","068147Z","0681520","0681570","0681600"
"VRW00030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1GD0001M",0.03125,0.015625,0.0285714285714286,0.0298507462686567,0.0289855072463768,0.0422535211267606,0.0253164556962025,0.0384615384615385,NA,0.0576923076923077,0.028169014084507,NA,0.0352941176470588,0.0235294117647059,0.0394736842105263,0.0352941176470588,0.0352941176470588,0.0266666666666667,0.0465116279069767,NA,NA,0,0.075,0.0348837209302326,NA,0.0357142857142857,0.02,0.0289855072463768,NA,0.0352941176470588,0.0352941176470588,NA,0.0235294117647059,0.0470588235294118,0.0384615384615385,0.0151515151515152,0.0256410256410256,NA,0.0392156862745098,NA,0.0375,0.0581395348837209,0.0833333333333333,0.0476190476190476,0.037037037037037,0.0377358490566038,0.0232558139534884,0.0357142857142857,0.0563380281690141,0.0235294117647059,0.0823529411764706,NA,NA,NA,0.0784313725490196,0.03125,0.0303030303030303,0.0694444444444444,0.0235294117647059,NA,NA,0.0253164556962025,0.0588235294117647,0.0188679245283019,NA,0.0535714285714286,NA,NA,0.0188679245283019
"1GD0002A",0.0638297872340425,0.0625,0.0602409638554217,0.0447761194029851,0.0434782608695652,0.0563380281690141,0.0396039603960396,0.0512820512820513,NA,0.04,0.0447761194029851,NA,0.075,0.0470588235294118,0.028169014084507,0.0695652173913043,0.0485436893203883,0.0434782608695652,0.0689655172413793,NA,NA,0.075,0,0.0575539568345324,0.0619469026548673,0.0506329113924051,NA,0.046875,NA,0.0537634408602151,0.0748898678414097,0.06,0.0607734806629834,0.0603448275862069,NA,0.0540540540540541,0.0410958904109589,NA,NA,NA,0.0520833333333333,0.0864197530864197,0.0886075949367089,0.0526315789473684,0.0727272727272727,NA,0.0454545454545455,0.0609137055837563,0.0704225352112676,0.0459770114942529,0.0841121495327103,NA,NA,NA,NA,0.078125,0.032258064516129,0.0833333333333333,0.0506329113924051,NA,0.10752688172043,0.04,0.106145251396648,0.0645161290322581,0.0731707317073171,0.0714285714285714,NA,NA,0.0579710144927536
"1GD0003B",0.0212765957446809,0.015625,0.0240963855421687,0,0,0.0140845070422535,0.0099009900990099,0.0128205128205128,NA,0.0192307692307692,0,NA,0.0347222222222222,0.0111111111111111,0.0131578947368421,0.025,0.0185185185185185,0,0.032258064516129,NA,NA,0.0348837209302326,0.0575539568345324,0,0.0416666666666667,0.0379746835443038,0,0,NA,0.0204081632653061,0.0486111111111111,NA,0.0208333333333333,0.0247933884297521,0,0.0135135135135135,0,NA,0,NA,0.0208333333333333,0.0459770114942529,0.0714285714285714,0.0158730158730159,0.036036036036036,0,0.0106382978723404,0.0260869565217391,0.028169014084507,0.0108695652173913,0.0535714285714286,NA,NA,NA,0.0392156862745098,0.03125,0,0.0416666666666667,0.0117647058823529,NA,0.0537634408602151,0.01,0.0363636363636364,0.021505376344086,0.0121951219512195,0.0535714285714286,NA,NA,0.0144927536231884
"VAL00251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010752688172043,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0619469026548673,0.0416666666666667,0,NA,NA,NA,NA,NA,0.0442477876106195,NA,0.0265486725663717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0176991150442478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0416666666666667,NA,0.0353982300884956,0.0188679245283019,NA,NA,NA,NA,NA
"VDM2W010",0.0253164556962025,0.0178571428571429,0.0434782608695652,0.02,0.02,0.0384615384615385,0.0256410256410256,0.037037037037037,NA,NA,NA,NA,0.0506329113924051,0.0163934426229508,NA,0.0379746835443038,0.0253164556962025,NA,0.0317460317460317,NA,NA,0.0357142857142857,0.0506329113924051,0.0379746835443038,NA,0,NA,NA,NA,0.0434782608695652,0.0632911392405063,NA,0.0379746835443038,0.0253164556962025,NA,0.015625,NA,NA,NA,NA,0.0416666666666667,0.0526315789473684,0.0909090909090909,NA,0.0379746835443038,NA,0.015625,0.0126582278481013,0.0555555555555556,0.0158730158730159,0.0759493670886076,NA,NA,NA,NA,0.0357142857142857,NA,0.0392156862745098,0.0181818181818182,NA,0.0701754385964912,0.025974025974026,0.0540540540540541,0.0263157894736842,0.0285714285714286,0.0535714285714286,NA,NA,0.0289855072463768
"VDM2W020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0.02,0,0.02,0,0.02,NA,NA,0.02,NA,0,NA,NA,0,0,NA,0,0.02,NA,0,0.04,NA,NA,0,NA,0,NA,NA,0.04,0.06,0,NA,0,0,NA,NA,0,0.02,NA,NA,NA,0.04,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VDM2W031",NA,NA,0,0,0,0.0169491525423729,0,0.015625,NA,0.0192307692307692,0,NA,0.0434782608695652,0,0.0144927536231884,0.0144927536231884,0.0144927536231884,0,0.0289855072463768,NA,NA,0.0289855072463768,0.046875,0,NA,NA,0,0,NA,0.0144927536231884,0.0144927536231884,NA,0,0.0289855072463768,0,0,0,NA,0,NA,0.015625,0.0434782608695652,0.072463768115942,0.0161290322580645,0.0153846153846154,0,0,NA,0.0175438596491228,0,0.0579710144927536,NA,NA,NA,0.0392156862745098,NA,0,0.0491803278688525,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"VDM2W040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VDM2W050",0.025974025974026,0.015625,0.0240963855421687,0.0149253731343284,0.0144927536231884,0.028169014084507,0.0108695652173913,0.0256410256410256,NA,0.0192307692307692,0.0140845070422535,NA,0.0408163265306122,0.0111111111111111,0.0263157894736842,0,0.0204081632653061,0.0135135135135135,0.0326086956521739,NA,NA,0.0352941176470588,0.0537634408602151,0.0204081632653061,NA,0.0434782608695652,0,0.0144927536231884,NA,0,0.0510204081632653,NA,0.0204081632653061,0.0306122448979592,0,0.0135135135135135,0.0128205128205128,NA,0,NA,0.021505376344086,0.0465116279069767,0.0714285714285714,0,0.0319148936170213,0,0.010752688172043,0.0289855072463768,0.0422535211267606,0.0108695652173913,0.0408163265306122,NA,NA,NA,0.0392156862745098,0.03125,0.0151515151515152,0.0555555555555556,0.0119047619047619,NA,NA,0.0108695652173913,0.046875,0.0151515151515152,0.0166666666666667,0.0535714285714286,NA,NA,0.0151515151515152
